"baseMean"	"log2FoldChange.x"	"lfcSE.x"	"stat.x"	"pvalue.x"	"padj.x"	"log2FoldChange.y"	"lfcSE.y"	"stat.y"	"pvalue.y"	"padj.y"
"X2310022A10Rik"	822.099677283904	0.61643689751801	0.170292937615665	3.61986178727651	0.000294760418606533	0.0175873716435231	0.48979617201491	0.135303090110165	3.61986178727651	0.000294760418606533	0.0175873716435231
"Tiam1"	842.128557936819	0.568765857585936	0.135469110424089	4.19849112321918	2.68699384332847e-05	0.00242037471229368	0.488821972440993	0.116408561514419	4.19849112321918	2.68699384332847e-05	0.00242037471229368
"Emb"	1742.81448370243	0.570338132367494	0.139572417077951	4.08632410549257	4.38261458430505e-05	0.00366407573808785	0.485954330969026	0.118919216222317	4.08632410549257	4.38261458430505e-05	0.00366407573808785
"Cfp"	7077.53514021829	0.519848467883509	0.100559554189901	5.16955819933139	2.34648053229974e-07	4.31073173578539e-05	0.476876411234464	0.0922458801618519	5.16955819933139	2.34648053229974e-07	4.31073173578539e-05
"Cxcl1"	4841.27817807928	0.558229200042065	0.143796320492909	3.88208264389903	0.000103565665576958	0.00769140331268874	0.471358445547796	0.121421756471523	3.88208264389903	0.000103565665576958	0.00769140331268874
"Atp2a3"	992.578728950605	0.549935901091029	0.147361207729177	3.73189056716819	0.000190048065069337	0.0128073692188828	0.460741553784394	0.123454609891827	3.73189056716819	0.000190048065069337	0.0128073692188828
"Gda"	2623.39120725908	0.51053356981041	0.115070252750004	4.43671198775908	9.13433772379351e-06	0.00102026898639684	0.456651009936153	0.102921395074865	4.43671198775908	9.13433772379351e-06	0.00102026898639684
"Atp5k"	525.330833485037	0.574950020088068	0.177489781773546	3.2393415234553	0.00119806023723303	0.0486259216053709	0.448879751887111	0.138558698854056	3.2393415234553	0.00119806023723303	0.0486259216053709
"X4930523C07Rik"	543.249934220999	0.56484256404289	0.172070926873728	3.28261475837456	0.00102849113702775	0.0437798574853095	0.446897974605722	0.136122868066172	3.28261475837456	0.00102849113702775	0.0437798574853095
"Tcea3"	26.0345495944159	2.16290171573374	0.647398847618737	3.34091066687765	0.000835040863151583	0.0372486917933623	0.440744713412962	0.139698530259609	3.34091066687765	0.000835040863151583	0.0372486917933623
"Ccl9"	13724.2512333577	0.473401040497287	0.0941468389725218	5.02832644902137	4.94779033617635e-07	8.42451813093831e-05	0.438747840951308	0.0872548867736953	5.02832644902137	4.94779033617635e-07	8.42451813093831e-05
"Srgap3"	525.74948217179	0.542909290805929	0.164030798171285	3.30980094505794	0.000933623408240176	0.0407351563307792	0.437878862968447	0.132281736287726	3.30980094505794	0.000933623408240176	0.0407351563307792
"Hmgn3"	24.5939692720488	2.2605832562003	0.671851421155422	3.36470711383277	0.000766249506840777	0.0351330976255579	0.432686280615055	0.137138281653334	3.36470711383277	0.000766249506840777	0.0351330976255579
"Samsn1"	1387.83607206647	0.503603188676187	0.140838893979908	3.57573944558263	0.000349239354684766	0.019963563067556	0.427943741222117	0.11967593119433	3.57573944558263	0.000349239354684766	0.019963563067556
"Lamtor4"	828.981090606596	0.513431822025168	0.14986857256178	3.42588051149628	0.000612809904385769	0.0295036271897728	0.427793222379719	0.124860058077797	3.42588051149628	0.000612809904385769	0.0295036271897728
"Cfap65"	16.4653768315223	5.02044516303199	1.14422672843375	4.38763143551463	1.14591745412195e-05	0.00125978736176777	0.427461889466421	0.116500314640242	4.38763143551463	1.14591745412195e-05	0.00125978736176777
"Anxa1"	7414.19742758124	0.491853837340147	0.146615986874585	3.35470809033176	0.000794487734059196	0.0358985040224417	0.412770863197424	0.123046350918267	3.35470809033176	0.000794487734059196	0.0358985040224417
"Ybx3"	927.732965358984	0.48417513694973	0.142647477788063	3.39420748587709	0.000688275244337902	0.0324651991940736	0.409839081791772	0.120740114851158	3.39420748587709	0.000688275244337902	0.0324651991940736
"X1700025G04Rik"	753.203930292146	0.474870221409886	0.134810125134997	3.52251153935477	0.000427478431637917	0.0225224674057683	0.408685459812941	0.116005371157442	3.52251153935477	0.000427478431637917	0.0225224674057683
"Tmsb10"	3725.33794287679	0.465975393346012	0.126041199150737	3.69700856930706	0.000218154981133665	0.0140235524503751	0.408185245656246	0.110409190289597	3.69700856930706	0.000218154981133665	0.0140235524503751
"H13"	2201.27336278756	0.460974310982621	0.123526998698946	3.73176970085774	0.00019013929389537	0.0128073692188828	0.405795490231022	0.108737164120819	3.73176970085774	0.00019013929389537	0.0128073692188828
"Pid1"	5544.14094654876	0.433126026804515	0.0913072947128897	4.74360814397639	2.09944781581048e-06	0.000302190622725216	0.403175935304666	0.0849919046580144	4.74360814397639	2.09944781581048e-06	0.000302190622725216
"Igsf9"	1144.26461553601	0.467058046464015	0.137058149002538	3.40773642328532	0.000655041349166372	0.031107779990003	0.400094959776123	0.117396446421332	3.40773642328532	0.000655041349166372	0.031107779990003
"Selplg"	3205.49201029948	0.427872530923785	0.0977636316063141	4.37660225887262	1.20543650968473e-05	0.00131486754282955	0.394290304367927	0.0900883662728224	4.37660225887262	1.20543650968473e-05	0.00131486754282955
"Sgms1"	2225.29775866435	0.461366693503434	0.141161488237753	3.26836093372983	0.00108172321772576	0.0448160817978843	0.391789105726034	0.119872348550688	3.26836093372983	0.00108172321772576	0.0448160817978843
"Lgals1"	4593.88458748548	0.434272996704294	0.113279451390194	3.83364318395601	0.000126259251491923	0.00913384284627059	0.389710239958314	0.101654163226075	3.83364318395601	0.000126259251491923	0.00913384284627059
"Sh3bgrl3"	9477.1587321417	0.419796955163354	0.0963188107376896	4.35841090590923	1.31010235197839e-05	0.00140704992602479	0.387743348108286	0.0889638384014563	4.35841090590923	1.31010235197839e-05	0.00140704992602479
"Scgb1a1"	3924.13984951565	3.45597803585275	0.820523911368331	4.21191629880652	2.53213376425972e-05	0.00231069618409112	0.379440889179479	0.11728378976418	4.21191629880652	2.53213376425972e-05	0.00231069618409112
"Ccnd1"	4259.07671400792	0.417616629482176	0.112288193580712	3.71914994947352	0.000199894363298936	0.0132271331771552	0.375436436749408	0.10094510027872	3.71914994947352	0.000199894363298936	0.0132271331771552
"Mt2"	3762.46085817715	0.406585806516499	0.102070615794181	3.98337761904322	6.79426667553436e-05	0.00542066007564633	0.372046982215806	0.0933979863291423	3.98337761904322	6.79426667553436e-05	0.00542066007564633
"Trem2"	5067.77821224771	0.414412504561305	0.124696646479769	3.32336527292689	0.000889383723911768	0.0391721626285681	0.363977735844736	0.109520898859403	3.32336527292689	0.000889383723911768	0.0391721626285681
"Kcnab2"	1417.30307285698	0.396369034811089	0.112003501069002	3.53889861502542	0.000401800138826382	0.0216737530571479	0.356517442973622	0.100736678914723	3.53889861502542	0.000401800138826382	0.0216737530571479
"Atp13a2"	3721.01016877199	0.390589419336823	0.106459841416641	3.66888973475184	0.000243606112244572	0.0153901743853335	0.35476349309777	0.0966929178375392	3.66888973475184	0.000243606112244572	0.0153901743853335
"Eif4ebp3"	13.9214120752117	4.734616123871	1.19125511570719	3.97447705486687	7.05340613183963e-05	0.00559543502345142	0.352136614621578	0.108935291249528	3.97447705486687	7.05340613183963e-05	0.00559543502345142
"Ap2s1"	1623.75725272395	0.397377509883379	0.121478527096138	3.27117490952863	0.00107101646806959	0.0446374087378735	0.351190016126258	0.107356445554375	3.27117490952863	0.00107101646806959	0.0446374087378735
"Ptgs2"	6839.27612685201	0.36617538851894	0.101476603505182	3.6084710748152	0.000308006847078349	0.0181665110352241	0.335400758988883	0.0929473724094695	3.6084710748152	0.000308006847078349	0.0181665110352241
"Spata18"	12.0943334117732	6.07099993012507	1.48822641462442	4.07935235557366	4.51613415922344e-05	0.00375323006732605	0.333661190137227	0.104058143022305	4.07935235557366	4.51613415922344e-05	0.00375323006732605
"Gpx1"	12040.0506249663	0.361299157335947	0.0992289402728684	3.64106636977494	0.0002715111259959	0.0167736209785608	0.332156311705103	0.091224934426606	3.64106636977494	0.0002715111259959	0.0167736209785608
"Emilin2"	3300.98266214594	0.355408960547537	0.10562020156777	3.36497142849603	0.000765515856459269	0.0351330976255579	0.323274542241958	0.0960688939899013	3.36497142849603	0.000765515856459269	0.0351330976255579
"Pltp"	24219.5974270427	0.355656141367147	0.106224480172538	3.34815610101799	0.000813511754185346	0.0365217077554206	0.323163876446244	0.0965201616865162	3.34815610101799	0.000813511754185346	0.0365217077554206
"Mlec"	3788.93485598783	0.347999503277405	0.0967217143810732	3.59794597835936	0.000320740214922616	0.0187188546332916	0.321223358802852	0.0892781296480783	3.59794597835936	0.000320740214922616	0.0187188546332916
"Slamf9"	4407.77022449153	0.341780970213666	0.0913250065148152	3.74246861026198	0.000182221300725206	0.0124106039059772	0.318137824465026	0.0850064947556997	3.74246861026198	0.000182221300725206	0.0124106039059772
"Thbd"	3216.2542741921	0.348625278107222	0.106171293116728	3.28361149113945	0.00102486098019495	0.0437798574853095	0.316804301406023	0.0964789202114303	3.28361149113945	0.00102486098019495	0.0437798574853095
"Lat2"	2466.07127590229	0.344399672451557	0.10578157499775	3.25576238072541	0.00113088352447698	0.0463032133980867	0.313171408245452	0.0961885363845513	3.25576238072541	0.00113088352447698	0.0463032133980867
"Cyp2f2"	488.591164579836	2.99504656141416	0.874720212436862	3.42400520627085	0.000617054387879908	0.0295965027065954	0.310804265028686	0.112112770884053	3.42400520627085	0.000617054387879908	0.0295965027065954
"Mgl2"	16120.9130517169	0.328196680142059	0.0844351060865121	3.88696947695889	0.000101503511620158	0.0075785670012869	0.308593621696571	0.0793915823690191	3.88696947695889	0.000101503511620158	0.0075785670012869
"Xdh"	3396.64332351106	0.331493775289756	0.0938363066063131	3.53268140316441	0.000411367893043958	0.0219218264224418	0.307378906893677	0.0870081973167927	3.53268140316441	0.000411367893043958	0.0219218264224418
"Cited2"	2574.56007754761	0.334620766198766	0.102454522361026	3.26604193243554	0.00109062098260815	0.0450510359738905	0.306000328073441	0.0936893176114931	3.26604193243554	0.00109062098260815	0.0450510359738905
"Phlda1"	3065.38221386098	0.323906447348609	0.0972340563678877	3.33120368981728	0.000864713041679451	0.038327376152154	0.298741116919294	0.0896776314588906	3.33120368981728	0.000864713041679451	0.038327376152154
"Gm2a"	7781.02677601173	0.31288091898179	0.0942685161567973	3.31903939658256	0.000903276847555118	0.039658966495486	0.289923058082304	0.0873513221203453	3.31903939658256	0.000903276847555118	0.039658966495486
"Map1a"	10.7181019502359	5.89461254088806	1.55821968442447	3.78291495083073	0.00015500238892245	0.0109854992595698	0.269300917329534	0.0954169373697819	3.78291495083073	0.00015500238892245	0.0109854992595698
"Alox15"	10.1470835078561	6.79916993168119	1.57351610681774	4.3210043432169	1.55320616242412e-05	0.00158675146173298	0.266383939433199	0.0936036589946093	4.3210043432169	1.55320616242412e-05	0.00158675146173298
"Ubxn10"	10.1441996292442	4.89336663958934	1.44653043416868	3.38283006288877	0.000717430105745208	0.0335008666769719	0.254454306602077	0.0949138247499858	3.38283006288877	0.000717430105745208	0.0335008666769719
"Apod"	12.9815650704423	5.22911051066643	1.49811815861649	3.49045265928524	0.000482203036576989	0.0247519073407644	0.230257329541951	0.0903050920942585	3.49045265928524	0.000482203036576989	0.0247519073407644
"Cckar"	8.65749261862986	6.56845823106419	1.66038654683867	3.95598136082851	7.62211040814832e-05	0.00591221697325372	0.214085366023356	0.0852396730021375	3.95598136082851	7.62211040814832e-05	0.00591221697325372
"Spag17"	6.53561969102667	6.16306380561038	1.74272518367427	3.53645191068881	0.000405540325848679	0.0216940767413764	0.17663888112578	0.0783472513181318	3.53645191068881	0.000405540325848679	0.0216940767413764
"Lamp2"	11221.2782140135	-0.29606990929816	0.0901883647218857	-3.2827949615358	0.00102783394698914	0.0437798574853095	-0.276061832796363	0.0840932917657461	-3.2827949615358	0.00102783394698914	0.0437798574853095
"Olfml3"	5020.90566542072	-0.301143958455926	0.0920371344163036	-3.27198320944878	0.00106795918291367	0.0446374087378735	-0.280008508629026	0.0855770287468802	-3.27198320944878	0.00106795918291367	0.0446374087378735
"Pla2g7"	6486.84181553954	-0.301205310041911	0.091306453930512	-3.29883920660351	0.000970855046455156	0.0420965160205183	-0.28037790674749	0.0849921906165369	-3.29883920660351	0.000970855046455156	0.0420965160205183
"Creg1"	3138.25008261715	-0.330345556547441	0.0928943402666997	-3.55614298566542	0.00037633930617146	0.0209700997265161	-0.306759116840113	0.0862598347192941	-3.55614298566542	0.00037633930617146	0.0209700997265161
"Lpl"	8980.2622074788	-0.335046319611093	0.0956894841568596	-3.5013912193514	0.000462835874906032	0.0240974532477075	-0.309773394216892	0.0884708086482942	-3.5013912193514	0.000462835874906032	0.0240974532477075
"Cd300a"	2321.25243713064	-0.339925297857096	0.101212083668663	-3.35854460787414	0.000783540738239315	0.0355707464529105	-0.31149431058853	0.0927438024319491	-3.35854460787414	0.000783540738239315	0.0355707464529105
"F13a1"	16578.9847683553	-0.337375898868999	0.0964581090465657	-3.49764164157654	0.000469391386308847	0.0242727501320152	-0.311547759634303	0.0890733921025802	-3.49764164157654	0.000469391386308847	0.0242727501320152
"Atf3"	29302.9163939277	-0.344838080824476	0.0872569450093035	-3.95198434677845	7.75058115719082e-05	0.00597865271362973	-0.322930079220473	0.0817133051222431	-3.95198434677845	7.75058115719082e-05	0.00597865271362973
"Notch2"	7803.48896812904	-0.361120426901134	0.108064063150645	-3.34172542076009	0.000832593791962535	0.0372486917933623	-0.32708642359319	0.0978786302838452	-3.34172542076009	0.000832593791962535	0.0372486917933623
"Gatm"	3333.09285456766	-0.357695881537815	0.0999891859461245	-3.57734567146637	0.000347101026903419	0.0199433108544261	-0.328438432502648	0.0918083308030485	-3.57734567146637	0.000347101026903419	0.0199433108544261
"Mef2d"	4340.9417281276	-0.367927457558371	0.112572013522685	-3.26837413709606	0.0010816727505789	0.0448160817978843	-0.330597509330245	0.10114895074864	-3.26837413709606	0.0010816727505789	0.0448160817978843
"Itga9"	3734.67669447516	-0.35578143946001	0.0909556065917231	-3.91159437875033	9.16888122151817e-05	0.00691977943863982	-0.331356835996097	0.0847094289131923	-3.91159437875033	9.16888122151817e-05	0.00691977943863982
"Arhgef12"	2502.70405928886	-0.362771828703265	0.100756404376763	-3.60048406795797	0.000317625291977925	0.0186331274226714	-0.332681133814352	0.0923955243956196	-3.60048406795797	0.000317625291977925	0.0186331274226714
"Crybg3"	1960.78264209112	-0.370838884431012	0.110337837394044	-3.36094030107417	0.000776776130123939	0.0354423147999687	-0.334550261753043	0.0995359981855823	-3.36094030107417	0.000776776130123939	0.0354423147999687
"C3ar1"	14199.9240331815	-0.370292043261498	0.108172609562418	-3.42315901187383	0.000618978569712496	0.0295965027065954	-0.335328619993481	0.0979587929097791	-3.42315901187383	0.000618978569712496	0.0295965027065954
"Tbc1d9"	2356.38518483601	-0.369514497742418	0.0990834433339427	-3.72932636683847	0.000191992350197062	0.0128258238921119	-0.339791714423014	0.091109931947753	-3.72932636683847	0.000191992350197062	0.0128258238921119
"Rxra"	1827.85984250508	-0.378997669714204	0.110975921150212	-3.41513425422447	0.00063750581247998	0.0303783486479368	-0.341524971249432	0.099997615379767	-3.41513425422447	0.00063750581247998	0.0303783486479368
"Vps13d"	2436.85367817832	-0.396231120374749	0.120847474882257	-3.27877037365325	0.00104260435286361	0.0441116423475205	-0.350613839192419	0.106929115016864	-3.27877037365325	0.00104260435286361	0.0441116423475205
"Prkx"	1852.01875917703	-0.39125585899818	0.11028597281289	-3.54764843632454	0.000388686662564506	0.0214093805313792	-0.352998774288994	0.099497610481224	-3.54764843632454	0.000388686662564506	0.0214093805313792
