"baseMean"	"log2FoldChange.x"	"lfcSE.x"	"stat.x"	"pvalue.x"	"padj.x"	"log2FoldChange.y"	"lfcSE.y"	"stat.y"	"pvalue.y"	"padj.y"
"Ccr7"	549.626086204047	1.08965004514007	0.236199205928887	4.61326718205873	3.96388224760976e-06	0.00043409192362013	0.898834098533929	0.194794376342588	4.61326718205873	3.96388224760976e-06	0.00043409192362013
"Gsta4"	75.2294379227466	3.7304070704456	0.828774147793017	4.50111418216831	6.75981779922201e-06	0.000681272072112897	0.88813834952342	0.233103759037133	4.50111418216831	6.75981779922201e-06	0.000681272072112897
"C3"	3729.26356814204	0.964075478996368	0.153049482255103	6.29910970485641	2.99360069516819e-10	1.38783328227997e-07	0.885261146421382	0.140528988007437	6.29910970485641	2.99360069516819e-10	1.38783328227997e-07
"Klrd1"	61.2439591675827	1.71677578208518	0.493535573355906	3.47852490229139	0.000504181590258639	0.0221903720168264	0.884641633396334	0.256172145768263	3.47852490229139	0.000504181590258639	0.0221903720168264
"Bahcc1"	201.503580957751	1.11969543279575	0.267051121985388	4.19281306317455	2.7551647445746e-05	0.00218964750100249	0.88069937012017	0.20987125046477	4.19281306317455	2.7551647445746e-05	0.00218964750100249
"Clec10a"	583.083485756571	0.961329737247811	0.159620181212336	6.02260773009018	1.71629057092562e-09	6.45139709741445e-07	0.876434283254221	0.145460480044226	6.02260773009018	1.71629057092562e-09	6.45139709741445e-07
"Ptpn3"	36.7718492786045	2.19997315114017	0.623692248319042	3.5273376526155	0.000419761091629626	0.0189612074151127	0.870596956318564	0.252807507666114	3.5273376526155	0.000419761091629626	0.0189612074151127
"Igkc"	411.582168381117	1.1472980237444	0.293185659966352	3.91321329930008	9.10760184355029e-05	0.00568020297937657	0.86421786032378	0.220891064066012	3.91321329930008	9.10760184355029e-05	0.00568020297937657
"Fabp4"	82.178054501183	3.07974414492036	0.766913786564671	4.01576317817395	5.92537341549596e-05	0.00391454035783037	0.862109640311234	0.238857334918656	4.01576317817395	5.92537341549596e-05	0.00391454035783037
"Cacnb3"	78.1977153941589	1.78296049624078	0.526391975577464	3.38713464293377	0.000706267171825577	0.0276697572556341	0.858050794607329	0.256445617953386	3.38713464293377	0.000706267171825577	0.0276697572556341
"AA467197"	487.533174879997	0.992475592512471	0.205633970664545	4.82641846240239	1.39010268253683e-06	0.000199314928955899	0.855008571856956	0.177078006379145	4.82641846240239	1.39010268253683e-06	0.000199314928955899
"Mamdc2"	351.845079422177	1.25370647744449	0.350581716456644	3.57607490235313	0.000348791754217522	0.0165562993776699	0.853165719079094	0.238863143250459	3.57607490235313	0.000348791754217522	0.0165562993776699
"Ffar4"	52.513742540588	1.65273194690934	0.494167473961901	3.34447739682026	0.000824377468482691	0.0309876806261007	0.852406437642281	0.256178434550263	3.34447739682026	0.000824377468482691	0.0309876806261007
"Ddr1"	103.72288662058	2.05110140108921	0.597860398281594	3.43073635080131	0.000601945333664714	0.0248650911405376	0.847158778916922	0.253791806074702	3.43073635080131	0.000601945333664714	0.0248650911405376
"Aqp9"	53.9555152691897	1.48289097640584	0.443924784718973	3.34041041962679	0.000836546633758879	0.0312132375752385	0.845406809806416	0.253456951186066	3.34041041962679	0.000836546633758879	0.0312132375752385
"Elapor1"	91.3080310134298	3.80816631553202	0.85733088387452	4.4418863091947	8.91736756723527e-06	0.000832367437081262	0.841431434791617	0.229090572343433	4.4418863091947	8.91736756723527e-06	0.000832367437081262
"Scn2b"	47.8464828768785	1.62748760227314	0.49414960718205	3.29351188105579	0.000989441598716277	0.0355585368344858	0.839447978570669	0.256168378659178	3.29351188105579	0.000989441598716277	0.0355585368344858
"Il12b"	101.216485867693	1.13588530210791	0.312035520455467	3.64024358653112	0.000272380238629519	0.0138257823316035	0.828848925072123	0.227357317672968	3.64024358653112	0.000272380238629519	0.0138257823316035
"St3gal5"	211.178887702542	1.02828098667137	0.252597861066861	4.07082222441777	4.68474914978922e-05	0.00334028639093758	0.8275871733495	0.203102248792392	4.07082222441777	4.68474914978922e-05	0.00334028639093758
"Bhlhe40"	5227.24340494689	0.911031538956465	0.168626407478745	5.40266232660682	6.56589924817956e-08	1.54777163972341e-05	0.822163935752282	0.152175132967747	5.40266232660682	6.56589924817956e-08	1.54777163972341e-05
"Cyp2s1"	187.563567659171	1.74145655896679	0.53472657948382	3.25672339057439	0.00112706205583757	0.0384505566617175	0.822031660795648	0.256295952879693	3.25672339057439	0.00112706205583757	0.0384505566617175
"F3"	177.967123059527	2.22882106143047	0.649149912483505	3.43344583210908	0.00059596127041292	0.0247421771609041	0.821132417386377	0.249814215329154	3.43344583210908	0.00059596127041292	0.0247421771609041
"Mast4"	179.336209653236	1.20100284260779	0.349280095408073	3.43850926061111	0.000584926530791152	0.0245623895276395	0.819602098866218	0.238452690184295	3.43850926061111	0.000584926530791152	0.0245623895276395
"C1ra"	255.891496867233	1.29679949779547	0.390588450139322	3.32011736991432	0.000899796100910763	0.0328461001875771	0.818673499743961	0.247137639631538	3.32011736991432	0.000899796100910763	0.0328461001875771
"Muc4"	69.6291906802398	3.38750238476686	0.835260576876263	4.0556234527859	5.00007548339321e-05	0.00347705249115164	0.813452435476442	0.231580737498029	4.0556234527859	5.00007548339321e-05	0.00347705249115164
"Siglecg"	212.435841419529	1.05436241953904	0.281445239023449	3.74624357902601	0.000179502305298246	0.0100261769561767	0.81014246354378	0.216142400763781	3.74624357902601	0.000179502305298246	0.0100261769561767
"Spint2"	137.898364487488	2.31135690991718	0.672901077541175	3.43491337294782	0.000592743276281746	0.0246822559476842	0.809474649697259	0.247748281219355	3.43491337294782	0.000592743276281746	0.0246822559476842
"Cgnl1"	193.177449628926	1.37430086213999	0.426511534306053	3.2221892061513	0.00127215097128444	0.0422269109991026	0.809152772790814	0.252071877138616	3.2221892061513	0.00127215097128444	0.0422269109991026
"Epcam"	90.2595204317217	1.82738132390918	0.567793360622997	3.21839149704767	0.00128911733197	0.0423945963553786	0.807084844081839	0.255343484190833	3.21839149704767	0.00128911733197	0.0423945963553786
"Mgst1"	205.150650322736	1.76595128668077	0.551083154881885	3.20450964802085	0.00135292755908574	0.0438613438036468	0.805702269027114	0.255879334191071	3.20450964802085	0.00135292755908574	0.0438613438036468
"Uck2"	610.650200672376	0.891408041017974	0.167772576891159	5.31319276091387	1.07720983987463e-07	2.30489760815021e-05	0.805274526174353	0.151504334163811	5.31319276091387	1.07720983987463e-07	2.30489760815021e-05
"Mfsd6"	484.515881316672	0.905013023808238	0.185980741844345	4.86616525363513	1.13784387883926e-06	0.000166580343862067	0.799824643417672	0.1643006364871	4.86616525363513	1.13784387883926e-06	0.000166580343862067
"Sdc1"	217.309733304466	1.82324496879887	0.572689473688497	3.18365371211727	0.00145428876248288	0.0462843206146725	0.79484884355791	0.255015157167346	3.18365371211727	0.00145428876248288	0.0462843206146725
"Foxq1"	40.0756855049046	4.52451426269889	0.992688415943947	4.55783928776537	5.16825591434174e-06	0.000544546236792916	0.794837389115416	0.220615608642204	4.55783928776537	5.16825591434174e-06	0.000544546236792916
"Spp1"	712.553048635222	0.887812134199747	0.176617696048118	5.02674507744609	4.9887481030112e-07	8.06784983914881e-05	0.793718424845518	0.157852361778048	5.02674507744609	4.9887481030112e-07	8.06784983914881e-05
"Chn2"	354.13335573848	0.889916292290153	0.178591294215034	4.98297689258381	6.26134303848172e-07	9.89576806581861e-05	0.793698743227968	0.159183896492397	4.98297689258381	6.26134303848172e-07	9.89576806581861e-05
"Htra1"	139.126010596234	1.97528364075129	0.61166108281137	3.22937603234837	0.00124060653996431	0.0413773519372268	0.793323945869838	0.252780595410292	3.22937603234837	0.00124060653996431	0.0413773519372268
"Gda"	1572.00497732519	0.847699482031911	0.134962829726789	6.28098479965147	3.36435038317487e-10	1.41792076149079e-07	0.792810792476851	0.126207532174675	6.28098479965147	3.36435038317487e-10	1.41792076149079e-07
"Inhba"	28.0821484544319	1.89546937093463	0.600253226462622	3.15778289457085	0.00158973905130028	0.0490423160814017	0.792257058423017	0.254237802645695	3.15778289457085	0.00158973905130028	0.0490423160814017
"Cadm3"	112.831946371518	1.1221390303965	0.330872986996023	3.39144951234712	0.000695239709586242	0.0275028650887473	0.79189789042572	0.233354174819797	3.39144951234712	0.000695239709586242	0.0275028650887473
"Pltp"	13131.2869230638	0.82159204637939	0.109815559273226	7.48156319392987	7.34437077851166e-14	6.38409429922126e-11	0.785588203331231	0.105001601548698	7.48156319392987	7.34437077851166e-14	6.38409429922126e-11
"Fpr2"	83.3908089214432	1.25094916257507	0.395902318792212	3.1597419444053	0.00157908931716562	0.0489130829023151	0.782859554970415	0.247812756919838	3.1597419444053	0.00157908931716562	0.0489130829023151
"Cd300lg"	162.666578499427	1.11726541087929	0.335105073582558	3.33407488861561	0.000855836121021329	0.0315728614619752	0.78250810025239	0.234673656384239	3.33407488861561	0.000855836121021329	0.0315728614619752
"Pdpn"	366.146866929652	1.07551601333384	0.314910359365287	3.41530845635432	0.000637098202095642	0.0257580284730994	0.780566603032706	0.228624920550167	3.41530845635432	0.000637098202095642	0.0257580284730994
"Ahnak2"	132.001637451142	1.0551538515751	0.304526164259658	3.46490376004413	0.00053042125883092	0.0229102449311194	0.779991525793244	0.224901465824232	3.46490376004413	0.00053042125883092	0.0229102449311194
"Ly6e"	13206.990634497	0.82655653359558	0.126284548615733	6.54519133699152	5.94192610467287e-11	3.93525277446621e-08	0.779321911133324	0.119066396611104	6.54519133699152	5.94192610467287e-11	3.93525277446621e-08
"Col4a5"	110.568123047481	2.06852439932552	0.642732305834507	3.21832959157048	0.00128939561822873	0.0423945963553786	0.778440332885857	0.250459771829925	3.21832959157048	0.00128939561822873	0.0423945963553786
"Gcnt2"	228.009242523129	1.06782176154312	0.314187747644878	3.39867410345379	0.000677133496979832	0.0271399788933588	0.776063595800068	0.228331320134419	3.39867410345379	0.000677133496979832	0.0271399788933588
"Tgm2"	6670.77297237912	0.896712959758828	0.203406258518782	4.40848264103942	1.040973621055e-05	0.000940120852054084	0.774817385432384	0.175764514578651	4.40848264103942	1.040973621055e-05	0.000940120852054084
"Tiam1"	828.841449545241	0.870828929600325	0.187883587043749	4.63493881132655	3.57043076436995e-06	0.000407029107138174	0.767775585842907	0.165621712021671	4.63493881132655	3.57043076436995e-06	0.000407029107138174
"Angptl2"	157.855202791481	1.10073585966072	0.338515042009974	3.25166011272339	0.00114733133224348	0.0388907112169119	0.76627298305256	0.235625872369186	3.25166011272339	0.00114733133224348	0.0388907112169119
"Ltbp3"	860.693480596223	0.892033261287801	0.209350100339401	4.26096409718279	2.03546933392833e-05	0.00169516811354942	0.764642788630614	0.179421890639633	4.26096409718279	2.03546933392833e-05	0.00169516811354942
"Aldh3a1"	43.5473475485632	5.66295831113965	1.14270807940901	4.95573490131305	7.2057407735533e-07	0.00011135271408731	0.761380173535307	0.213192824029251	4.95573490131305	7.2057407735533e-07	0.00011135271408731
"Anxa8"	60.7596299856938	3.40014726450421	0.87408450270461	3.88995257779243	0.000100263813511927	0.00617021733771629	0.757818327576656	0.227133236959046	3.88995257779243	0.000100263813511927	0.00617021733771629
"Kcnn4"	1336.94454132484	0.832353652641797	0.161018738672909	5.16929681291708	2.34976452033764e-07	4.47678423956929e-05	0.757691826862464	0.146555315558717	5.16929681291708	2.34976452033764e-07	4.47678423956929e-05
"Mmp19"	1203.40517873549	0.963214661086898	0.267143604632923	3.60560628958509	0.000311424989972207	0.0152371434857849	0.757476112937749	0.210122072382696	3.60560628958509	0.000311424989972207	0.0152371434857849
"Hmcn2"	24.9295500402164	3.26511875308462	0.888096394143068	3.67653643750593	0.000236422098897396	0.0124551460282765	0.755152269592699	0.229119525487476	3.67653643750593	0.000236422098897396	0.0124551460282765
"Plscr1"	487.626930342364	0.900741904845764	0.225644256317884	3.99186719637486	6.55550835192788e-05	0.00428046996049826	0.754694944700123	0.188994515809884	3.99186719637486	6.55550835192788e-05	0.00428046996049826
"Cd2"	167.001447078392	1.07904636303569	0.339898650023279	3.17461208793205	0.00150036930425251	0.04710414510958	0.74921470149516	0.236023207984864	3.17461208793205	0.00150036930425251	0.04710414510958
"Chst7"	474.51878003554	0.882891446864312	0.219644543892323	4.01963750712212	5.82877541578672e-05	0.00388200684439732	0.746058757630267	0.18554643997093	4.01963750712212	5.82877541578672e-05	0.00388200684439732
"Prrx1"	21.1730389734064	3.38582952746883	0.922468276908707	3.67040212896547	0.000242169182883139	0.0126619887050327	0.743671750967681	0.226814941648755	3.67040212896547	0.000242169182883139	0.0126619887050327
"Rhpn2"	26.8880469539164	2.80030884793198	0.825776855160215	3.39112053145238	0.000696074813865333	0.0275028650887473	0.734348817184776	0.234185746415856	3.39112053145238	0.000696074813865333	0.0275028650887473
"Adora2a"	107.157250851177	0.996350787840907	0.311737366594212	3.19612242422595	0.00139287997807117	0.044947041148524	0.72741205359033	0.227373362821348	3.19612242422595	0.00139287997807117	0.044947041148524
"Rasd1"	35.7083677380662	2.90529737600518	0.843092795819503	3.44599952746741	0.00056895135416854	0.0240515970631491	0.723104065588357	0.231304064255859	3.44599952746741	0.00056895135416854	0.0240515970631491
"Gfpt2"	45.7739923076082	2.45223170551077	0.762808354266774	3.21474154260923	0.00130562019216485	0.0426274373306333	0.722476909166149	0.239263535598949	3.21474154260923	0.00130562019216485	0.0426274373306333
"Olfm1"	1721.59337520964	0.753762729226413	0.115897445402803	6.5037044311607	7.83658003839117e-11	4.35964620695778e-08	0.717152088086806	0.110256756692984	6.5037044311607	7.83658003839117e-11	4.35964620695778e-08
"Wnt11"	361.346671825611	0.958164574206878	0.301557831569106	3.17738249151491	0.00148610899006506	0.046761999624038	0.711704334205601	0.224031430433191	3.17738249151491	0.00148610899006506	0.046761999624038
"Itgb4"	70.6194538500602	3.40942170170137	0.903645041940833	3.77296564852353	0.000161318506073173	0.0091576236019008	0.711510089763006	0.222945997179476	3.77296564852353	0.000161318506073173	0.0091576236019008
"Ppp1r12b"	1034.40558522234	0.753246047533667	0.124510149923648	6.04967585370005	1.45137560110904e-09	5.60714773895125e-07	0.71134158029197	0.117561659853802	6.04967585370005	1.45137560110904e-09	5.60714773895125e-07
"Map4k1"	400.359667577571	0.812329278480225	0.195346668464112	4.15839842505152	3.204866836453e-05	0.00243569879570428	0.709437201849354	0.170533920313437	4.15839842505152	3.204866836453e-05	0.00243569879570428
"Lif"	136.34212760546	0.937563966011455	0.29138826995359	3.2175762125249	0.00129278676081406	0.0424058449750047	0.708804267613858	0.220083976447126	3.2175762125249	0.00129278676081406	0.0424058449750047
"Galnt6"	354.452324193522	0.792466945520056	0.177415150067026	4.46673773474625	7.94213955788649e-06	0.000761788117041968	0.707796137954461	0.158381152407569	4.46673773474625	7.94213955788649e-06	0.000761788117041968
"Mt2"	984.75962524614	0.811218906031754	0.201114372166771	4.03361976218717	5.49241677016957e-05	0.00371425377884778	0.703125656640737	0.174292167670528	4.03361976218717	5.49241677016957e-05	0.00371425377884778
"X4930523C07Rik"	632.494527579996	0.78977487782225	0.183130009165954	4.31264587065328	1.61312384408303e-05	0.00137640039408017	0.700486426999787	0.162386737388099	4.31264587065328	1.61312384408303e-05	0.00137640039408017
"Ltb4r1"	136.19903808936	0.880692065462225	0.261931201718317	3.3623030005006	0.000772952568820658	0.0296967522849661	0.698522775066023	0.207537549498659	3.3623030005006	0.000772952568820658	0.0296967522849661
"Ikbke"	214.831553863745	0.844385808150264	0.240437427885444	3.51187340330628	0.000444959900324995	0.0199629106249033	0.692269268431292	0.196993521780386	3.51187340330628	0.000444959900324995	0.0199629106249033
"Adh7"	37.1086423167211	5.40324841090549	1.17627124314537	4.59353949388161	4.3579049752724e-06	0.000466228787662219	0.688069084809889	0.207671860653164	4.59353949388161	4.3579049752724e-06	0.000466228787662219
"X2310022A10Rik"	786.544369684532	0.750241574430933	0.154408950789639	4.85879588323239	1.18101812136367e-06	0.000171100000332561	0.687924070380095	0.141550964625958	4.85879588323239	1.18101812136367e-06	0.000171100000332561
"Kcnk2"	17.5914164757068	3.0782283645942	0.922647597218546	3.33629911774979	0.000849017616025125	0.0314046196906315	0.687084154248761	0.226000616827579	3.33629911774979	0.000849017616025125	0.0314046196906315
"Ndrg4"	23.5910196755885	3.41845994607609	0.960782195158523	3.5579967689889	0.000373693909222324	0.0173244496315469	0.686055673624858	0.221057718192353	3.5579967689889	0.000373693909222324	0.0173244496315469
"Perp"	60.6835135416663	2.86259203579411	0.854662779462638	3.34938189023973	0.000809920783427738	0.0306097235215027	0.684282680636703	0.228313060790078	3.34938189023973	0.000809920783427738	0.0306097235215027
"Tst"	64.6426516437567	2.98018550222175	0.871161141706602	3.42093484149623	0.000624062819742276	0.0253785546695192	0.683874673818893	0.226335709917399	3.42093484149623	0.000624062819742276	0.0253785546695192
"Rai14"	490.715431631701	0.767832136047024	0.184558287474895	4.16037744255439	3.17722077454593e-05	0.00242795530397719	0.679832121577518	0.163354391266228	4.16037744255439	3.17722077454593e-05	0.00242795530397719
"Id3"	1087.46950316508	0.750277290005323	0.168048200384081	4.46465530895621	8.01977572384075e-06	0.000763966032651898	0.677570020312174	0.15173966535189	4.46465530895621	8.01977572384075e-06	0.000763966032651898
"Sult1d1"	27.9582960577992	6.35282761362695	1.43385044901893	4.43060684464946	9.39682741764892e-06	0.000871273838164408	0.675608388204028	0.20442155836447	4.43060684464946	9.39682741764892e-06	0.000871273838164408
"Rhobtb1"	360.152138102789	0.78625900510039	0.211484732142393	3.71780504973286	0.000200961252263316	0.010917848033118	0.672015946905244	0.180687770753945	3.71780504973286	0.000200961252263316	0.010917848033118
"Cd300lf"	582.575085161689	0.748206662666319	0.180359895269734	4.14840927661524	3.34793472305025e-05	0.0025306019634882	0.665852801655645	0.1604754687872	4.14840927661524	3.34793472305025e-05	0.0025306019634882
"Lgr6"	43.0580567007748	5.64618363890248	1.21478507053056	4.64788691915392	3.35352658781493e-06	0.000398639724643847	0.648694426235273	0.203000808201787	4.64788691915392	3.35352658781493e-06	0.000398639724643847
