"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","13/112","308/23328",3.03626291012222e-09,6.8426325038118e-07,4.65172910919203e-07,"Atp6v0c/Arrb2/Ccl24/Klf4/Atf3/Dab2/Gas6/Csf1r/Jun/Igf1/C5ar1/Ccl12/Apoe",13
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","7/112","56/23328",9.29191709730516e-09,1.91955520701829e-06,1.30494379585838e-06,"Cmklr1/Pla2g7/C3ar1/Csf1r/Aif1/Lgmn/C5ar1",7
"GO:0071621","GO:0071621","granulocyte chemotaxis","9/112","126/23328",1.00855799101096e-08,1.92324250747397e-06,1.30745048065469e-06,"Cmklr1/Fcgr3/Ccl24/C3ar1/Csf1r/C5ar1/Ccl12/Cxcl13/Pf4",9
"GO:0030099","GO:0030099","myeloid cell differentiation","14/112","414/23328",1.22399559094481e-08,2.16734647853727e-06,1.47339619631777e-06,"Cebpb/Trf/Zfp36l1/Irf8/Dab2/Rab7b/Csf1r/Fos/Jun/Klf2/Cd81/Mafb/Pf4/C1qc",14
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","14/112","418/23328",1.38130971750502e-08,2.2828445264633e-06,1.5519135843688e-06,"Cmklr1/Fcgr3/Cebpb/Ccl24/Lamp1/Gas6/Pla2g7/C3ar1/Csf1r/Aif1/Lgmn/Cd81/C5ar1/Cxcl13",14
"GO:1905517","GO:1905517","macrophage migration","7/112","60/23328",1.52315393075618e-08,2.35993662146535e-06,1.60432200206621e-06,"Cmklr1/C3ar1/Cx3cr1/Csf1r/Cd81/C5ar1/Ccl12",7
"GO:1901342","GO:1901342","regulation of vasculature development","13/112","356/23328",1.70772807110584e-08,2.49026934604199e-06,1.69292423643372e-06,"Ccl24/Serpinf1/Klf4/Egr1/Anxa3/C3ar1/Stab1/Cx3cr1/Glul/Klf2/Rhob/C5ar1/Pf4",13
"GO:0010632","GO:0010632","regulation of epithelial cell migration","11/112","235/23328",1.84253900401498e-08,2.53758566164063e-06,1.72509061136139e-06,"Serpinf1/Klf4/Anxa3/Glul/Jun/Igf1/Lgmn/Rhob/Cd63/Cxcl13/Apoe",11
"GO:0050673","GO:0050673","epithelial cell proliferation","14/112","438/23328",2.47990351020274e-08,3.23562147462768e-06,2.19962632677816e-06,"Cebpb/Ccl24/Serpinf1/Ang/Zfp36l1/Dab2/Ctsl/Glul/Jun/Igf1/Igfbp4/C5ar1/Ccl12/Apoe",14
"GO:1901214","GO:1901214","regulation of neuron death","13/112","377/23328",3.35100302390236e-08,4.15356824812697e-06,2.82366096908825e-06,"Cebpb/Arrb2/Serpinf1/Egr1/Cx3cr1/Fos/Jun/Igf1/Lgmn/C5ar1/Ccl12/C1qa/Apoe",13
"GO:0050921","GO:0050921","positive regulation of chemotaxis","9/112","149/23328",4.35772262822076e-08,5.14418780731394e-06,3.49709971317365e-06,"Cmklr1/Gas6/Pla2g7/C3ar1/Csf1r/Aif1/Lgmn/C5ar1/Cxcl13",9
"GO:0045765","GO:0045765","regulation of angiogenesis","12/112","320/23328",4.68962683233857e-08,5.2843567806215e-06,3.59238878400672e-06,"Ccl24/Serpinf1/Klf4/Anxa3/C3ar1/Stab1/Cx3cr1/Glul/Klf2/Rhob/C5ar1/Pf4",12
"GO:0097530","GO:0097530","granulocyte migration","9/112","155/23328",6.12934764847289e-08,6.60637079154969e-06,4.49111468430439e-06,"Cmklr1/Fcgr3/Ccl24/C3ar1/Csf1r/C5ar1/Ccl12/Cxcl13/Pf4",9
"GO:1905521","GO:1905521","regulation of macrophage migration","6/112","46/23328",8.5708709720756e-08,8.85299547490642e-06,6.01840545012853e-06,"Cmklr1/C3ar1/Cx3cr1/Csf1r/Cd81/C5ar1",6
"GO:0048246","GO:0048246","macrophage chemotaxis","6/112","47/23328",9.78693780071932e-08,9.70472752319327e-06,6.59742628166384e-06,"Cmklr1/C3ar1/Cx3cr1/Csf1r/C5ar1/Ccl12",6
"GO:0070997","GO:0070997","neuron death","13/112","416/23328",1.05243189747101e-07,9.82815240567464e-06,6.6813324564171e-06,"Cebpb/Arrb2/Serpinf1/Egr1/Cx3cr1/Fos/Jun/Igf1/Lgmn/C5ar1/Ccl12/C1qa/Apoe",13
"GO:0010594","GO:0010594","regulation of endothelial cell migration","9/112","166/23328",1.10487613366085e-07,9.82815240567464e-06,6.6813324564171e-06,"Serpinf1/Klf4/Anxa3/Glul/Igf1/Lgmn/Rhob/Cxcl13/Apoe",9
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","10/112","220/23328",1.1100777223029e-07,9.82815240567464e-06,6.6813324564171e-06,"Cebpb/Trf/Zfp36l1/Csf1r/Fos/Jun/Cd81/Mafb/Pf4/C1qc",10
"GO:1903706","GO:1903706","regulation of hemopoiesis","13/112","424/23328",1.31063514926821e-07,1.08509576432905e-05,7.37665153050169e-06,"Vsir/Cebpb/Tmem176b/Zfp36l1/Gas6/Rab7b/Csf1r/Tcim/Fos/Jun/Mafb/Pf4/C1qc",13
"GO:0050920","GO:0050920","regulation of chemotaxis","10/112","224/23328",1.31314533803434e-07,1.08509576432905e-05,7.37665153050169e-06,"Cmklr1/Gas6/Pla2g7/C3ar1/Csf1r/Aif1/Lgmn/C5ar1/Ccl12/Cxcl13",10
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","6/112","51/23328",1.61612023382187e-07,1.29237485794981e-05,8.7857673831878e-06,"Cebpb/Egr1/Atf3/Tcim/Jun/Klf2",6
"GO:0010631","GO:0010631","epithelial cell migration","11/112","295/23328",1.85797369143111e-07,1.43934899408054e-05,9.78492065783291e-06,"Serpinf1/Klf4/Anxa3/Glul/Jun/Igf1/Lgmn/Rhob/Cd63/Cxcl13/Apoe",11
"GO:0090132","GO:0090132","epithelium migration","11/112","297/23328",1.98798108481481e-07,1.49339548765331e-05,1.01523372146364e-05,"Serpinf1/Klf4/Anxa3/Glul/Jun/Igf1/Lgmn/Rhob/Cd63/Cxcl13/Apoe",11
"GO:0090130","GO:0090130","tissue migration","11/112","299/23328",2.12598744048668e-07,1.55009496028426e-05,1.05377891399974e-05,"Serpinf1/Klf4/Anxa3/Glul/Jun/Igf1/Lgmn/Rhob/Cd63/Cxcl13/Apoe",11
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","8/112","131/23328",2.32353945062176e-07,1.64572979945467e-05,1.11879298058509e-05,"Cebpb/Zfp36l1/Csf1r/Fos/Jun/Mafb/Pf4/C1qc",8
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","12/112","372/23328",2.39148822534038e-07,1.64680536406078e-05,1.119524166307e-05,"Ccl24/Serpinf1/Ang/Zfp36l1/Dab2/Ctsl/Glul/Jun/Igf1/C5ar1/Ccl12/Apoe",12
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","11/112","309/23328",2.95150582375082e-07,1.97750890191305e-05,1.34434162839973e-05,"Vsir/Cebpb/Tmem176b/Zfp36l1/Gas6/Csf1r/Fos/Jun/Mafb/Pf4/C1qc",11
"GO:1905523","GO:1905523","positive regulation of macrophage migration","5/112","31/23328",3.58584840091371e-07,2.33929425943818e-05,1.59028899996201e-05,"Cmklr1/C3ar1/Cx3cr1/Csf1r/C5ar1",5
"GO:1901215","GO:1901215","negative regulation of neuron death","10/112","251/23328",3.76232226817752e-07,2.39148638533643e-05,1.62577002735552e-05,"Cebpb/Arrb2/Serpinf1/Cx3cr1/Jun/Igf1/Lgmn/C5ar1/Ccl12/Apoe",10
"GO:0030593","GO:0030593","neutrophil chemotaxis","7/112","99/23328",5.03502868803839e-07,3.12045902941179e-05,2.12133708672354e-05,"Fcgr3/Ccl24/C3ar1/C5ar1/Ccl12/Cxcl13/Pf4",7
"GO:0001818","GO:0001818","negative regulation of cytokine production","10/112","260/23328",5.19553452304174e-07,3.14139758112694e-05,2.1355714432323e-05,"Cmklr1/Vsir/Arrb2/Klf4/Atp2b1/Gas6/Cx3cr1/Slc11a1/Klf2/Igf1",10
"GO:0043542","GO:0043542","endothelial cell migration","9/112","212/23328",8.72826841461635e-07,5.15175652376998e-05,3.5022450455641e-05,"Serpinf1/Klf4/Anxa3/Glul/Igf1/Lgmn/Rhob/Cxcl13/Apoe",9
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","9/112","216/23328",1.01971534250913e-06,5.79421292027424e-05,3.93899700021616e-05,"Atp6v0c/Arrb2/Ccl24/Gas6/Csf1r/Jun/C5ar1/Ccl12/Apoe",9
"GO:0001667","GO:0001667","ameboidal-type cell migration","12/112","427/23328",1.02842020367917e-06,5.79421292027424e-05,3.93899700021616e-05,"Gna12/Serpinf1/Klf4/Anxa3/Glul/Jun/Igf1/Lgmn/Rhob/Cd63/Cxcl13/Apoe",12
"GO:0150076","GO:0150076","neuroinflammatory response","6/112","70/23328",1.09269664206658e-06,6.01954439040679e-05,4.09218087473356e-05,"Cx3cr1/Jun/Igf1/Aif1/C5ar1/C1qa",6
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","9/112","224/23328",1.37865449881498e-06,7.42974891861377e-05,5.05086007460591e-05,"Cebpb/Zfp36l1/Rab7b/Csf1r/Fos/Jun/Mafb/Pf4/C1qc",9
"GO:0002274","GO:0002274","myeloid leukocyte activation","9/112","231/23328",1.77747597144087e-06,9.37524028340831e-05,6.37343567811159e-05,"Fcgr4/Fcgr3/Anxa3/Cx3cr1/Jun/Slc11a1/Aif1/C5ar1/C1qa",9
"GO:1990266","GO:1990266","neutrophil migration","7/112","124/23328",2.30733338872808e-06,0.000117859357446644,8.0122643371511e-05,"Fcgr3/Ccl24/C3ar1/C5ar1/Ccl12/Cxcl13/Pf4",7
"GO:0002683","GO:0002683","negative regulation of immune system process","12/112","462/23328",2.3296121479974e-06,0.000117859357446644,8.0122643371511e-05,"Pla2g2d/Vsir/Cebpb/Arrb2/Tmem176b/Zfp36l1/Tsc22d3/Igf1/Mafb/Ccl12/Pf4/C1qc",12
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","5/112","46/23328",2.73173374752298e-06,0.00013543935920219,9.20738048375642e-05,"Cebpb/Egr1/Atf3/Jun/Klf2",5
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","8/112","182/23328",2.80322263822186e-06,0.00013625860627749,9.26307418739567e-05,"Cebpb/Arrb2/Cx3cr1/Jun/Lgmn/C5ar1/Ccl12/Apoe",8
"GO:0001774","GO:0001774","microglial cell activation","5/112","48/23328",3.38643708129922e-06,0.000158395802349826,0.000107679955653626,"Cx3cr1/Jun/Aif1/C5ar1/C1qa",5
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","5/112","48/23328",3.38643708129922e-06,0.000158395802349826,0.000107679955653626,"Cx3cr1/Jun/Aif1/C5ar1/C1qa",5
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","9/112","251/23328",3.51014572046194e-06,0.000161141689648614,0.000109546652991415,"Pla2g2d/Vsir/Cebpb/Vcam1/Csf1r/Igf1/Aif1/Cd81/Ccl12",9
"GO:0010759","GO:0010759","positive regulation of macrophage chemotaxis","4/112","25/23328",5.89177507319547e-06,0.000265558371026392,0.000180530753917434,"Cmklr1/C3ar1/Csf1r/C5ar1",4
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","9/112","270/23328",6.341511857605e-06,0.000277445262874457,0.000188611649800219,"Cebpb/Arrb2/Egr1/Cx3cr1/Jun/Lgmn/C5ar1/Ccl12/Apoe",9
"GO:0070661","GO:0070661","leukocyte proliferation","10/112","344/23328",6.3793384364034e-06,0.000277445262874457,0.000188611649800219,"Pla2g2d/Vsir/Cebpb/Vcam1/Csf1r/Slc11a1/Igf1/Aif1/Cd81/Ccl12",10
"GO:0061900","GO:0061900","glial cell activation","5/112","56/23328",7.32728234043963e-06,0.000313178153826722,0.000212903430617856,"Cx3cr1/Jun/Aif1/C5ar1/C1qa",5
"GO:1904018","GO:1904018","positive regulation of vasculature development","8/112","208/23328",7.50656592725724e-06,0.000315402998875775,0.00021441591524601,"Ccl24/Klf4/Egr1/Anxa3/C3ar1/Cx3cr1/Rhob/C5ar1",8
"GO:0002548","GO:0002548","monocyte chemotaxis","5/112","57/23328",8.00124033682829e-06,0.000325950523923501,0.000221586288529553,"Ccl24/Pla2g7/Aif1/Lgmn/Ccl12",5
"GO:0030336","GO:0030336","negative regulation of cell migration","9/112","278/23328",8.02056553422087e-06,0.000325950523923501,0.000221586288529553,"Serpinf1/Klf4/Cx3cr1/Aif1/Rhob/Cd63/Ccl12/Cxcl13/Apoe",9
"GO:0042116","GO:0042116","macrophage activation","6/112","100/23328",8.84036959394186e-06,0.000349162377543751,0.000237366071398716,"Cx3cr1/Jun/Slc11a1/Aif1/C5ar1/C1qa",6
"GO:0042098","GO:0042098","T cell proliferation","8/112","213/23328",8.92850824082183e-06,0.000349162377543751,0.000237366071398716,"Pla2g2d/Vsir/Cebpb/Vcam1/Slc11a1/Igf1/Aif1/Cd81",8
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","11/112","440/23328",9.01427679015735e-06,0.000349162377543751,0.000237366071398716,"Arrb2/Trf/Ang/Egr1/Dab2/Gas6/Csf1r/Tcim/Slc11a1/Igf1/Cd81",11
"GO:0008360","GO:0008360","regulation of cell shape","7/112","154/23328",9.66856685064657e-06,0.000368744264965428,0.000250678146200569,"Gas7/Gna12/Ccl24/Csf1r/Lst1/Rhob/Ccl12",7
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","8/112","217/23328",1.02239644107336e-05,0.000381757336145121,0.000259524636491089,"Lamp2/Atf3/Vcam1/Gas6/Glul/Fos/Jun/Rnase4",8
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","5/112","60/23328",1.031776584176e-05,0.000381757336145121,0.000259524636491089,"Ccl24/Cx3cr1/Ccl12/Cxcl13/Pf4",5
"GO:2000146","GO:2000146","negative regulation of cell motility","9/112","291/23328",1.15597740275093e-05,0.000421421761973464,0.000286489136502204,"Serpinf1/Klf4/Cx3cr1/Aif1/Rhob/Cd63/Ccl12/Cxcl13/Apoe",9
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","8/112","224/23328",1.2873072181199e-05,0.000462497767205685,0.00031441325037528,"Vsir/Zfp36l1/Gas6/Rab7b/Csf1r/Fos/Jun/Pf4",8
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","6/112","108/23328",1.37567915694304e-05,0.000487186947151684,0.000331197342897113,"Zfp36l1/Rab7b/Csf1r/Fos/Jun/Pf4",6
"GO:0051402","GO:0051402","neuron apoptotic process","9/112","298/23328",1.39655132756204e-05,0.000487612780426238,0.000331486831049195,"Cebpb/Arrb2/Egr1/Cx3cr1/Jun/Lgmn/C5ar1/Ccl12/Apoe",9
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","7/112","165/23328",1.51491724522991e-05,0.000518854570302466,0.000352725490776947,"Ang/Klf4/Egr1/C3ar1/Jun/Igf1/Aif1",7
"GO:0032612","GO:0032612","interleukin-1 production","6/112","110/23328",1.52788961807503e-05,0.000518854570302466,0.000352725490776947,"Arrb2/Egr1/Abca1/Gas6/Cx3cr1/Igf1",6
"GO:0030316","GO:0030316","osteoclast differentiation","6/112","111/23328",1.60893645985098e-05,0.000538993714050077,0.000366416397186545,"Cebpb/Trf/Csf1r/Fos/Cd81/Mafb",6
"GO:0032692","GO:0032692","negative regulation of interleukin-1 production","4/112","32/23328",1.63202122653644e-05,0.000539437416077844,0.000366718032797872,"Arrb2/Gas6/Cx3cr1/Igf1",4
"GO:0048659","GO:0048659","smooth muscle cell proliferation","7/112","170/23328",1.83772758986863e-05,0.000596000992062919,0.000405170840658472,"Ang/Klf4/Egr1/C3ar1/Jun/Igf1/Aif1",7
"GO:0002237","GO:0002237","response to molecule of bacterial origin","10/112","389/23328",1.85123341625029e-05,0.000596000992062919,0.000405170840658472,"Fcgr4/Cebpb/Irf8/Abca1/Cx3cr1/Slc11a1/C5ar1/Ccl12/Cxcl13/Pf4",10
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","5/112","68/23328",1.91013206076704e-05,0.000607079151107884,0.000412701947272339,"Zfp36l1/Csf1r/Fos/Jun/Pf4",5
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","5/112","69/23328",2.05152571602195e-05,0.000643763575951698,0.000437640595782964,"Klf4/Cx3cr1/Klf2/Igf1/Aif1",5
"GO:1990868","GO:1990868","response to chemokine","5/112","70/23328",2.20093002770005e-05,0.000669745723269027,0.000455303667843024,"Ccl24/Cx3cr1/Ccl12/Cxcl13/Pf4",5
"GO:1990869","GO:1990869","cellular response to chemokine","5/112","70/23328",2.20093002770005e-05,0.000669745723269027,0.000455303667843024,"Ccl24/Cx3cr1/Ccl12/Cxcl13/Pf4",5
"GO:0042129","GO:0042129","regulation of T cell proliferation","7/112","175/23328",2.21537512335862e-05,0.000669745723269027,0.000455303667843024,"Pla2g2d/Vsir/Cebpb/Vcam1/Igf1/Aif1/Cd81",7
"GO:1902947","GO:1902947","regulation of tau-protein kinase activity","3/112","12/23328",2.29650580381848e-05,0.00068590817923687,0.00046629115940563,"Egr1/C5ar1/Apoe",3
"GO:0010758","GO:0010758","regulation of macrophage chemotaxis","4/112","35/23328",2.35010636722442e-05,0.000693561152898732,0.00047149377116871,"Cmklr1/C3ar1/Csf1r/C5ar1",4
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","5/112","72/23328",2.52503798082321e-05,0.000736419900524793,0.000500629821337209,"Serpinf1/Klf4/Cd63/Cxcl13/Apoe",5
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","7/112","180/23328",2.65487295165055e-05,0.00076528256362113,0.00052025111329162,"Vsir/Zfp36l1/Gas6/Csf1r/Fos/Jun/Pf4",7
"GO:0016525","GO:0016525","negative regulation of angiogenesis","6/112","122/23328",2.75217487488017e-05,0.000784211668371029,0.000533119416174611,"Serpinf1/Klf4/Stab1/Cx3cr1/Klf2/Pf4",6
"GO:0040013","GO:0040013","negative regulation of locomotion","9/112","326/23328",2.83343533412787e-05,0.000789223167786851,0.000536526312234029,"Serpinf1/Klf4/Cx3cr1/Aif1/Rhob/Cd63/Ccl12/Cxcl13/Apoe",9
"GO:0051271","GO:0051271","negative regulation of cellular component movement","9/112","326/23328",2.83343533412787e-05,0.000789223167786851,0.000536526312234029,"Serpinf1/Klf4/Cx3cr1/Aif1/Rhob/Cd63/Ccl12/Cxcl13/Apoe",9
"GO:0030574","GO:0030574","collagen catabolic process","4/112","37/23328",2.94250131308047e-05,0.000801636650319298,0.000544965192739515,"Vsir/Mmp13/Ctsl/Ctsb",4
"GO:0002430","GO:0002430","complement receptor mediated signaling pathway","3/112","13/23328",2.97501298222571e-05,0.000801636650319298,0.000544965192739515,"Cmklr1/C3ar1/C5ar1",3
"GO:0034350","GO:0034350","regulation of glial cell apoptotic process","3/112","13/23328",2.97501298222571e-05,0.000801636650319298,0.000544965192739515,"Gas6/Igf1/Ccl12",3
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","6/112","126/23328",3.30175650931461e-05,0.000880113374902248,0.000598314903385703,"Serpinf1/Klf4/Stab1/Cx3cr1/Klf2/Pf4",6
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","5/112","77/23328",3.49838378511715e-05,0.00090534025601575,0.000615464533611268,"Klf4/Cx3cr1/Klf2/Igf1/Aif1",5
"GO:0071277","GO:0071277","cellular response to calcium ion","5/112","77/23328",3.49838378511715e-05,0.00090534025601575,0.000615464533611268,"Fosb/Jund/Fos/Jun/Lgmn",5
"GO:0045766","GO:0045766","positive regulation of angiogenesis","7/112","188/23328",3.50595661869754e-05,0.00090534025601575,0.000615464533611268,"Ccl24/Klf4/Anxa3/C3ar1/Cx3cr1/Rhob/C5ar1",7
"GO:0046886","GO:0046886","positive regulation of hormone biosynthetic process","3/112","14/23328",3.77313626831753e-05,0.000964289155583418,0.000655538921929069,"Egr1/Dab2/Igf1",3
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","9/112","345/23328",4.40166390529674e-05,0.00111344130828884,0.000756934899288946,"Pla2g2d/Vsir/Cebpb/Klf4/Vcam1/Cx3cr1/Igf1/Aif1/Cd81",9
"GO:0046209","GO:0046209","nitric oxide metabolic process","5/112","81/23328",4.46805117614121e-05,0.00111587021384249,0.00075858610745497,"Klf4/Cx3cr1/Klf2/Igf1/Aif1",5
"GO:0052548","GO:0052548","regulation of endopeptidase activity","9/112","346/23328",4.50129170569783e-05,0.00111587021384249,0.00075858610745497,"Vsir/Timp2/Arrb2/Ctsd/Serpinf1/Klf4/Gas6/Igf1/Lgmn",9
"GO:0043491","GO:0043491","protein kinase B signaling","7/112","196/23328",4.56962967941042e-05,0.00112159524507509,0.000762478073656704,"Arrb2/Klf4/Zfp36l1/Gas6/Cx3cr1/Igf1/Ccl12",7
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","6/112","134/23328",4.66495038490973e-05,0.00113376588276385,0.000770751864421102,"Ccl24/Ang/Jun/Igf1/Ccl12/Apoe",6
"GO:1901343","GO:1901343","negative regulation of vasculature development","6/112","139/23328",5.72376867645816e-05,0.00137759442222716,0.000936510337354063,"Serpinf1/Klf4/Stab1/Cx3cr1/Klf2/Pf4",6
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","4/112","44/23328",5.89368634101951e-05,0.00140485081147955,0.000955039659106502,"Klf4/Egr1/Fos/Jun",4
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","5/112","86/23328",5.95870155328303e-05,0.00140682106196082,0.000956379066346479,"Klf4/Cx3cr1/Klf2/Igf1/Aif1",5
"GO:0001819","GO:0001819","positive regulation of cytokine production","10/112","449/23328",6.2141772825332e-05,0.00145329674371696,0.000987973965177324,"Cebpb/Egr1/Irf8/Rab7b/C3ar1/Slc11a1/Aif1/Cd81/C5ar1/Pf4",10
"GO:0071496","GO:0071496","cellular response to external stimulus","8/112","280/23328",6.30702837633578e-05,0.00146122648083518,0.000993364725087416,"Lamp2/Atf3/Vcam1/Gas6/Glul/Fos/Jun/Rnase4",8
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","7/112","208/23328",6.65003941260134e-05,0.00152643034294803,0.0010376913352412,"Arrb2/Zfp36l1/Dab2/Itgb5/Pmepa1/Fos/Jun",7
"GO:0034349","GO:0034349","glial cell apoptotic process","3/112","17/23328",6.97503994674152e-05,0.00158634165394241,0.00107841998597133,"Gas6/Igf1/Ccl12",3
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","8/112","285/23328",7.13690770991156e-05,0.00160000674657689,0.00108770973069345,"Fcgr4/Cebpb/Irf8/Abca1/Cx3cr1/Ccl12/Cxcl13/Pf4",8
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","9/112","368/23328",7.22875173927438e-05,0.00160000674657689,0.00108770973069345,"Vsir/Arrb2/Trf/Egr1/Dab2/Itgb5/Pmepa1/Fos/Jun",9
"GO:0032496","GO:0032496","response to lipopolysaccharide","9/112","368/23328",7.22875173927438e-05,0.00160000674657689,0.00108770973069345,"Fcgr4/Cebpb/Irf8/Abca1/Cx3cr1/Slc11a1/Ccl12/Cxcl13/Pf4",9
"GO:0043112","GO:0043112","receptor metabolic process","7/112","212/23328",7.49482666340358e-05,0.00162979607882259,0.00110796098689835,"Arrb2/Cltc/Dab2/Lgmn/Cd81/Cd63/Apoe",7
"GO:0071559","GO:0071559","response to transforming growth factor beta","7/112","212/23328",7.49482666340358e-05,0.00162979607882259,0.00110796098689835,"Arrb2/Zfp36l1/Dab2/Itgb5/Pmepa1/Fos/Jun",7
"GO:0032611","GO:0032611","interleukin-1 beta production","5/112","91/23328",7.80682714692916e-05,0.00167764664430822,0.00114049055329503,"Arrb2/Egr1/Abca1/Cx3cr1/Igf1",5
"GO:0050727","GO:0050727","regulation of inflammatory response","9/112","372/23328",7.85022229688397e-05,0.00167764664430822,0.00114049055329503,"Pla2g2d/Fcgr3/Cebpb/Ccl24/Serpinf1/Cx3cr1/Igf1/Cd81/Apoe",9
"GO:0042742","GO:0042742","defense response to bacterium","10/112","464/23328",8.15768394961663e-05,0.00172845286419655,0.00117502942000326,"Cebpb/Trf/Ang/Irf8/Lyz2/Anxa3/Stab1/Slc11a1/C5ar1/Cxcl13",10
"GO:0001935","GO:0001935","endothelial cell proliferation","6/112","149/23328",8.41591642987406e-05,0.00175319805291242,0.00119185158816704,"Ccl24/Ang/Jun/Igf1/Ccl12/Apoe",6
