NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOMF_PHOSPHATIDYLSERINE_BINDING	61	39		
GOMF_OPSONIN_BINDING	16		Rejected!	
GOMF_COMPLEMENT_BINDING	20	15		
GOMF_COMPLEMENT_COMPONENT_C1Q_COMPLEX_BINDING	8		Rejected!	
GOMF_COMPLEMENT_COMPONENT_C3B_BINDING	5		Rejected!	
GOMF_LIPOPOLYSACCHARIDE_IMMUNE_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_NUCLEOSIDE_BINDING	8		Rejected!	
GOMF_G_PROTEIN_ALPHA_SUBUNIT_BINDING	24	19		
GOMF_FIBRONECTIN_BINDING	31	25		
GOMF_RETINOIC_ACID_BINDING	27		Rejected!	
GOMF_PROTEASE_BINDING	136	106		
GOMF_P53_BINDING	66	56		
GOMF_OPSIN_BINDING	5		Rejected!	
GOMF_G_QUADRUPLEX_RNA_BINDING	6		Rejected!	
GOMF_AMINOACYL_TRNA_EDITING_ACTIVITY	13		Rejected!	
GOMF_DYSTROGLYCAN_BINDING	11		Rejected!	
GOMF_DNA_HELICASE_ACTIVITY	74	71		
GOMF_MINOR_GROOVE_OF_ADENINE_THYMINE_RICH_DNA_BINDING	9		Rejected!	
GOMF_CHROMATIN_BINDING	579	473		
GOMF_DAMAGED_DNA_BINDING	69	66		
GOMF_DNA_REPLICATION_ORIGIN_BINDING	16	16		
GOMF_DNA_CLAMP_LOADER_ACTIVITY	9		Rejected!	
GOMF_DOUBLE_STRANDED_TELOMERIC_DNA_BINDING	9		Rejected!	
GOMF_SINGLE_STRANDED_DNA_BINDING	121	113		
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	1425		Rejected!	
GOMF_STEROID_HORMONE_RECEPTOR_ACTIVITY	24	15		
GOMF_TRANSCRIPTION_ELONGATION_REGULATOR_ACTIVITY	5		Rejected!	
GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY	495	444		
GOMF_TRANSCRIPTION_COACTIVATOR_ACTIVITY	266	237		
GOMF_TRANSCRIPTION_COREPRESSOR_ACTIVITY	189	169		
GOMF_TELOMERASE_ACTIVITY	7		Rejected!	
GOMF_RNA_BINDING	1972		Rejected!	
GOMF_DOUBLE_STRANDED_RNA_BINDING	75	69		
GOMF_DOUBLE_STRANDED_RNA_ADENOSINE_DEAMINASE_ACTIVITY	6		Rejected!	
GOMF_SINGLE_STRANDED_RNA_BINDING	86	72		
GOMF_MRNA_BINDING	579	266		
GOMF_MRNA_3_UTR_BINDING	222	80		
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	168	152		
GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY	51	48		
GOMF_TRANSLATION_ELONGATION_FACTOR_ACTIVITY	20	17		
GOMF_PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY	20	17		
GOMF_CYTOSKELETAL_MOTOR_ACTIVITY	113	80		
GOMF_MICROTUBULE_MOTOR_ACTIVITY	69	52		
GOMF_ACTIN_BINDING	440	340		
GOMF_ACTIN_MONOMER_BINDING	28	22		
GOMF_LYSOZYME_ACTIVITY	10		Rejected!	
GOMF_PROTEIN_GLUTAMINE_GAMMA_GLUTAMYLTRANSFERASE_ACTIVITY	9		Rejected!	
GOMF_ANTIGEN_BINDING	170	45		
GOMF_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_BETA_GALACTOSIDE_CMP_ALPHA_2_3_SIALYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_2_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_1_ALKYL_2_ACETYLGLYCEROPHOSPHOCHOLINE_ESTERASE_ACTIVITY	8		Rejected!	
GOMF_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY	6		Rejected!	
GOMF_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY	7		Rejected!	
GOMF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	24	23		
GOMF_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY	13		Rejected!	
GOMF_DNA_TOPOISOMERASE_ACTIVITY	7		Rejected!	
GOMF_GTPASE_ACTIVITY	336	275		
GOMF_G_PROTEIN_ACTIVITY	40	33		
GOMF_N_ACETYLLACTOSAMINE_SYNTHASE_ACTIVITY	5		Rejected!	
GOMF_NADPLUS_ADP_RIBOSYLTRANSFERASE_ACTIVITY	27	23		
GOMF_NADPLUS_KINASE_ACTIVITY	17		Rejected!	
GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY	28	24		
GOMF_NADH_DEHYDROGENASE_ACTIVITY	45	43		
GOMF_NAD_P_PLUS_PROTEIN_ARGININE_ADP_RIBOSYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_RNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	7		Rejected!	
GOMF_ACETYL_COA_C_ACETYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_ACETYL_COA_HYDROLASE_ACTIVITY	5		Rejected!	
GOMF_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_ACID_PHOSPHATASE_ACTIVITY	9		Rejected!	
GOMF_ACYL_COA_DEHYDROGENASE_ACTIVITY	12		Rejected!	
GOMF_ACYL_COA_OXIDASE_ACTIVITY	7		Rejected!	
GOMF_ADENOSINE_DEAMINASE_ACTIVITY	13		Rejected!	
GOMF_ADENYLATE_CYCLASE_ACTIVITY	11		Rejected!	
GOMF_ADENYLATE_KINASE_ACTIVITY	9		Rejected!	
GOMF_ALCOHOL_DEHYDROGENASE_ACTIVITY_ZINC_DEPENDENT	7		Rejected!	
GOMF_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	16		Rejected!	
GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY	12		Rejected!	
GOMF_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	30	18		
GOMF_ALKALINE_PHOSPHATASE_ACTIVITY	6		Rejected!	
GOMF_AMINOACYLASE_ACTIVITY	6		Rejected!	
GOMF_ARYL_SULFOTRANSFERASE_ACTIVITY	9		Rejected!	
GOMF_ARYLESTERASE_ACTIVITY	6		Rejected!	
GOMF_ARYLSULFATASE_ACTIVITY	14		Rejected!	
GOMF_CARBONATE_DEHYDRATASE_ACTIVITY	15		Rejected!	
GOMF_CARBONYL_REDUCTASE_NADPH_ACTIVITY	9		Rejected!	
GOMF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	25	19		
GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	15		Rejected!	
GOMF_CYTIDINE_DEAMINASE_ACTIVITY	12		Rejected!	
GOMF_CYTOCHROME_B5_REDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	7		Rejected!	
GOMF_DIACYLGLYCEROL_KINASE_ACTIVITY	11		Rejected!	
GOMF_DIACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_DIHYDROPYRIMIDINASE_ACTIVITY	6		Rejected!	
GOMF_DOLICHYL_PHOSPHATE_MANNOSE_PROTEIN_MANNOSYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_ENDOPEPTIDASE_ACTIVITY	439	259		
GOMF_ATP_DEPENDENT_PEPTIDASE_ACTIVITY	7		Rejected!	
GOMF_AMINOPEPTIDASE_ACTIVITY	39	32		
GOMF_CARBOXYPEPTIDASE_ACTIVITY	45	27		
GOMF_METALLOCARBOXYPEPTIDASE_ACTIVITY	30	15		
GOMF_SERINE_TYPE_CARBOXYPEPTIDASE_ACTIVITY	5		Rejected!	
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	121	82		
GOMF_CALCIUM_DEPENDENT_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	17		Rejected!	
GOMF_METALLOENDOPEPTIDASE_ACTIVITY	114	65		
GOMF_THREONINE_TYPE_ENDOPEPTIDASE_ACTIVITY	14		Rejected!	
GOMF_ENOYL_COA_HYDRATASE_ACTIVITY	10		Rejected!	
GOMF_EPOXIDE_HYDROLASE_ACTIVITY	6		Rejected!	
GOMF_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY	18		Rejected!	
GOMF_FATTY_ACID_SYNTHASE_ACTIVITY	13		Rejected!	
GOMF_FATTY_ACYL_COA_SYNTHASE_ACTIVITY	7		Rejected!	
GOMF_FRUCTOSE_2_6_BISPHOSPHATE_2_PHOSPHATASE_ACTIVITY	5		Rejected!	
GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY	28	20		
GOMF_GLYCOLIPID_MANNOSYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_GUANOSINE_DIPHOSPHATASE_ACTIVITY	9		Rejected!	
GOMF_GUANYLATE_CYCLASE_ACTIVITY	8		Rejected!	
GOMF_GUANYLATE_KINASE_ACTIVITY	9		Rejected!	
GOMF_HELICASE_ACTIVITY	157	146		
GOMF_HEXOKINASE_ACTIVITY	5		Rejected!	
GOMF_HYALURONONGLUCOSAMINIDASE_ACTIVITY	8		Rejected!	
GOMF_INORGANIC_DIPHOSPHATASE_ACTIVITY	5		Rejected!	
GOMF_1_PHOSPHATIDYLINOSITOL_4_KINASE_ACTIVITY	6		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_5_PHOSPHATASE_ACTIVITY	10		Rejected!	
GOMF_INOSITOL_POLYPHOSPHATE_5_PHOSPHATASE_ACTIVITY	6		Rejected!	
GOMF_ISOCITRATE_DEHYDROGENASE_ACTIVITY	5		Rejected!	
GOMF_LACTATE_DEHYDROGENASE_ACTIVITY	6		Rejected!	
GOMF_L_LACTATE_DEHYDROGENASE_ACTIVITY	5		Rejected!	
GOMF_LEUKOTRIENE_C4_SYNTHASE_ACTIVITY	5		Rejected!	
GOMF_LIPOPROTEIN_LIPASE_ACTIVITY	10		Rejected!	
GOMF_LONG_CHAIN_ACYL_COA_DEHYDROGENASE_ACTIVITY	5		Rejected!	
GOMF_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	15		Rejected!	
GOMF_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY_ACTING_ON_ACETYL_PHOSPHATE_AS_DONOR	6		Rejected!	
GOMF_MONOOXYGENASE_ACTIVITY	103	46		
GOMF_N_N_DIMETHYLANILINE_MONOOXYGENASE_ACTIVITY	5		Rejected!	
GOMF_NUCLEASE_ACTIVITY	213	185		
GOMF_ENDONUCLEASE_ACTIVITY	124	106		
GOMF_ENDODEOXYRIBONUCLEASE_ACTIVITY	38	34		
GOMF_ENDORIBONUCLEASE_ACTIVITY	70	60		
GOMF_RNA_DNA_HYBRID_RIBONUCLEASE_ACTIVITY	5		Rejected!	
GOMF_RIBONUCLEASE_P_ACTIVITY	12		Rejected!	
GOMF_EXONUCLEASE_ACTIVITY	84	78		
GOMF_PHOSPHODIESTERASE_I_ACTIVITY	5		Rejected!	
GOMF_EXODEOXYRIBONUCLEASE_ACTIVITY	24	22		
GOMF_DEOXYRIBONUCLEASE_I_ACTIVITY	5		Rejected!	
GOMF_EXORIBONUCLEASE_ACTIVITY	43	42		
GOMF_POLY_A_SPECIFIC_RIBONUCLEASE_ACTIVITY	13		Rejected!	
GOMF_DEOXYRIBONUCLEASE_ACTIVITY	59	53		
GOMF_RIBONUCLEASE_ACTIVITY	124	107		
GOMF_TRNA_SPECIFIC_RIBONUCLEASE_ACTIVITY	15		Rejected!	
GOMF_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY	18		Rejected!	
GOMF_NUCLEOTIDE_DIPHOSPHATASE_ACTIVITY	22	15		
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS	96	65		
GOMF_BETA_N_ACETYLHEXOSAMINIDASE_ACTIVITY	5		Rejected!	
GOMF_BETA_GALACTOSIDASE_ACTIVITY	5		Rejected!	
GOMF_CHITINASE_ACTIVITY	6		Rejected!	
GOMF_MANNOSYL_OLIGOSACCHARIDE_1_2_ALPHA_MANNOSIDASE_ACTIVITY	7		Rejected!	
GOMF_OLIGOSACCHARYL_TRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_DOLICHYL_DIPHOSPHOOLIGOSACCHARIDE_PROTEIN_GLYCOTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_PEPTIDE_ALPHA_N_ACETYLTRANSFERASE_ACTIVITY	11		Rejected!	
GOMF_GLUTATHIONE_PEROXIDASE_ACTIVITY	22	17		
GOMF_PHOSPHOLIPASE_ACTIVITY	110	72		
GOMF_LYSOPHOSPHOLIPASE_ACTIVITY	26	20		
GOMF_PHOSPHOLIPASE_A2_ACTIVITY	34	15		
GOMF_PHOSPHOLIPASE_C_ACTIVITY	28	20		
GOMF_PHOSPHOLIPASE_D_ACTIVITY	7		Rejected!	
GOMF_1_4_ALPHA_OLIGOGLUCAN_PHOSPHORYLASE_ACTIVITY	6		Rejected!	
GOMF_POLYNUCLEOTIDE_ADENYLYLTRANSFERASE_ACTIVITY	13		Rejected!	
GOMF_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	19		Rejected!	
GOMF_PROCOLLAGEN_PROLINE_4_DIOXYGENASE_ACTIVITY	5		Rejected!	
GOMF_PRENYLTRANSFERASE_ACTIVITY	17	16		
GOMF_PROTEIN_GERANYLGERANYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_PROTEIN_ARGININE_DEIMINASE_ACTIVITY	5		Rejected!	
GOMF_PROTEIN_KINASE_ACTIVITY	577	474		
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	432	366		
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	19		Rejected!	
GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY	8		Rejected!	
GOMF_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	27	22		
GOMF_CYCLIC_NUCLEOTIDE_DEPENDENT_PROTEIN_KINASE_ACTIVITY	10		Rejected!	
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	8		Rejected!	
GOMF_PROTEIN_KINASE_C_ACTIVITY	17	16		
GOMF_G_PROTEIN_COUPLED_RECEPTOR_KINASE_ACTIVITY	7		Rejected!	
GOMF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	6		Rejected!	
GOMF_JUN_KINASE_KINASE_KINASE_ACTIVITY	12		Rejected!	
GOMF_MAP_KINASE_ACTIVITY	15		Rejected!	
GOMF_MAP_KINASE_KINASE_ACTIVITY	18	16		
GOMF_MAP_KINASE_KINASE_KINASE_ACTIVITY	27	25		
GOMF_RIBOSOMAL_PROTEIN_S6_KINASE_ACTIVITY	7		Rejected!	
GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY	446	367		
GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY	141	111		
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	64	41		
GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	46	41		
GOMF_PROTEIN_LYSINE_6_OXIDASE_ACTIVITY	5		Rejected!	
GOMF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	179	151		
GOMF_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	100	84		
GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	7		Rejected!	
GOMF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	105	86		
GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	9		Rejected!	
GOMF_PYRUVATE_DEHYDROGENASE_ACTIVITY	6		Rejected!	
GOMF_PYRUVATE_DEHYDROGENASE_ACETYL_TRANSFERRING_KINASE_ACTIVITY	5		Rejected!	
GOMF_NAD_RETINOL_DEHYDROGENASE_ACTIVITY	20		Rejected!	
GOMF_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_ACTIVITY	5		Rejected!	
GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY	7		Rejected!	
GOMF_STEROL_ESTERASE_ACTIVITY	5		Rejected!	
GOMF_SUPEROXIDE_DISMUTASE_ACTIVITY	5		Rejected!	
GOMF_THIOREDOXIN_DISULFIDE_REDUCTASE_ACTIVITY	7		Rejected!	
GOMF_TRIGLYCERIDE_LIPASE_ACTIVITY	27		Rejected!	
GOMF_ENZYME_INHIBITOR_ACTIVITY	389	260		
GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	14		Rejected!	
GOMF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY	12		Rejected!	
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_INHIBITOR_ACTIVITY	9		Rejected!	
GOMF_PROTEIN_SERINE_THREONINE_PHOSPHATASE_INHIBITOR_ACTIVITY	13		Rejected!	
GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	96	39		
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	56	30		
GOMF_COMPLEMENT_RECEPTOR_ACTIVITY	12		Rejected!	
GOMF_NUCLEAR_RECEPTOR_ACTIVITY	52	34		
GOMF_CYTOKINE_RECEPTOR_ACTIVITY	97	75		
GOMF_CILIARY_NEUROTROPHIC_FACTOR_RECEPTOR_ACTIVITY	8		Rejected!	
GOMF_INTERFERON_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_INTERLEUKIN_1_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_ONCOSTATIN_M_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	870	200		
GOMF_EXTRACELLULARLY_ATP_GATED_CATION_CHANNEL_ACTIVITY	7		Rejected!	
GOMF_ADRENERGIC_RECEPTOR_ACTIVITY	9		Rejected!	
GOMF_ALPHA_ADRENERGIC_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_DOPAMINE_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_ICOSANOID_RECEPTOR_ACTIVITY	15		Rejected!	
GOMF_PROSTANOID_RECEPTOR_ACTIVITY	11		Rejected!	
GOMF_PROSTAGLANDIN_E_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_HISTAMINE_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY	19		Rejected!	
GOMF_NMDA_GLUTAMATE_RECEPTOR_ACTIVITY	8		Rejected!	
GOMF_MELANOCORTIN_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_N_FORMYL_PEPTIDE_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_NEUROPEPTIDE_Y_RECEPTOR_ACTIVITY	10		Rejected!	
GOMF_OLFACTORY_RECEPTOR_ACTIVITY	430	16		
GOMF_G_PROTEIN_COUPLED_OPIOID_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_SOMATOSTATIN_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_VASOPRESSIN_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_EPHRIN_RECEPTOR_ACTIVITY	19		Rejected!	
GOMF_GPI_LINKED_EPHRIN_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_FIBROBLAST_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATED_RECEPTOR_ACTIVITY	13		Rejected!	
GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_ACTIVITY_TYPE_I	5		Rejected!	
GOMF_NEUROTROPHIN_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_TUMOR_NECROSIS_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	10		Rejected!	
GOMF_DEATH_RECEPTOR_ACTIVITY	13		Rejected!	
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	15		Rejected!	
GOMF_NETRIN_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_SCAVENGER_RECEPTOR_ACTIVITY	47	35		
GOMF_SIGNAL_RECOGNITION_PARTICLE_BINDING	7		Rejected!	
GOMF_SIGNAL_SEQUENCE_BINDING	50	38		
GOMF_NUCLEAR_EXPORT_SIGNAL_RECEPTOR_ACTIVITY	11		Rejected!	
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ADAPTOR_ACTIVITY	14		Rejected!	
GOMF_MAP_KINASE_SCAFFOLD_ACTIVITY	11		Rejected!	
GOMF_PROTEIN_KINASE_C_BINDING	55	45		
GOMF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	224	198		
GOMF_GDP_DISSOCIATION_INHIBITOR_ACTIVITY	16	15		
GOMF_GTPASE_INHIBITOR_ACTIVITY	12		Rejected!	
GOMF_GTPASE_ACTIVATOR_ACTIVITY	275	223		
GOMF_SIGNALING_RECEPTOR_BINDING	1550		Rejected!	
GOMF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	25		Rejected!	
GOMF_TYPE_1_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	5		Rejected!	
GOMF_FRIZZLED_BINDING	38	18		
GOMF_TYPE_2_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	5		Rejected!	
GOMF_NOTCH_BINDING	25	19		
GOMF_PATCHED_BINDING	8		Rejected!	
GOMF_TYPE_II_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING	9		Rejected!	
GOMF_DEATH_RECEPTOR_BINDING	21	16		
GOMF_CYTOKINE_ACTIVITY	234	120		
GOMF_CYTOKINE_RECEPTOR_BINDING	270	183		
GOMF_CILIARY_NEUROTROPHIC_FACTOR_RECEPTOR_BINDING	9		Rejected!	
GOMF_GROWTH_HORMONE_RECEPTOR_BINDING	9		Rejected!	
GOMF_TYPE_I_INTERFERON_RECEPTOR_BINDING	17		Rejected!	
